minor: 0,minor: 1,minor: 2,minor: 3,minor: 4,minor: 5,minor: 6,minor: 7,minor: 8,minor: 9,minor: 10,minor: 11,minor: 12,minor: 13,minor: 14,minor: 15,minor: 16,minor: 17,minor: 18,minor: 19,minor: 20,minor: 21,minor: 22,minor: 23,minor: 24,label
-73.36363636,-73,-71.4,-77.81818182,-77.1,-72.625,-69.83333333,-71.38461538,-73.3,-80.5,-67.75,-69.8,-72.85714286,-74.6,-68,-59.63636364,-56.73333333,-68,-67,-75.46666667,-58.30769231,-55.55555556,-66.33333333,-57,-67.4,86
-84.2,-70.5,-67.5,-75.5,-79,-71.25,-66.5,-67.08333333,-74,-75.14285714,-72.25,-67.125,-69.5,-76.8,-71.66666667,-56.55555556,-56.5625,-68.85714286,-75.45454545,-74.36363636,-51.5,-51,-66.66666667,-57.63636364,-69.61538462,86
-81.36363636,-69.88888889,-71.27272727,-76.5,-76.16666667,-75.875,-62.375,-62.66666667,-75,-76.77777778,-68,-62.92857143,-71.33333333,-72.42857143,-73.9375,-56.57142857,-59.33333333,-63.66666667,-69.42857143,-72.4,-54.69230769,-51.66666667,-66,-60.27272727,-73.1,86
-88,-91.88888889,-93,-89.4,-96.57142857,-81.45454545,-84.78571429,-90.64285714,-87,-93.57142857,-75,-84.625,-86.27272727,-84.5,-82.75,-74.14285714,-66.69230769,-74.82352941,-82.8,-84,-74.375,-67.27272727,-81.375,-64.5,-79.85714286,87
-88.33333333,-87,-88,-87.41666667,-92.6,-80,-82.83333333,-94.25,-85.77777778,-90.91666667,-76.27272727,-83,-78.2,-87.75,-84.25,-74.41666667,-73.5,-81.66666667,-85.18181818,-85.54545455,-71.77777778,-65.76923077,-84.42857143,-67.625,-81.90909091,87
-84.5,-82.83333333,-85.85714286,-87,-89.33333333,-75,-77.66666667,-76.42857143,-86.6,-93.75,-76.5,-76.125,-75.5,-81.2,-83.5,-65.33333333,-68.5,-66.66666667,-73.57142857,-80.6,-65.28571429,-61,-81.2,-68.33333333,-79.25,87
-90.3,-92,-89.6,-92.66666667,-80,-86.33333333,-86.54545455,-85.5,-89,-92.25,-75.75,-78.83333333,-83,-82.21428571,-82.81818182,-70.76923077,-74.08333333,-75.28571429,-79.76923077,-81.83333333,-71.41666667,-63.75,-80.81818182,-66.33333333,-83.25,87
-90.2,-86.28571429,-91.375,-87.4,-92.45454545,-84,-82.625,-91.36363636,-93.375,-90.5,-77.66666667,-81.57142857,-89.46666667,-81.83333333,-87.5,-72,-75.23076923,-71.5,-78.22222222,-83.6,-70.5,-70.4375,-80.14285714,-67.21428571,-80.5,87
-65.41666667,-60,-51.45454545,-63.5,-64.28571429,-67.6,-68.625,-60.76923077,-59.66666667,-63.5,-73.66666667,-71.375,-67.33333333,-65.36363636,-66.55555556,-72.2,-65.375,-70.5,-62.6,-68.61538462,-79.71428571,-77.75,-65.09090909,-75.85714286,-70.625,8
-59.25,-58.5,-49.14285714,-60,-68.5,-69.90909091,-67.8,-61.2,-62.66666667,-62.7,-71.14285714,-63.57142857,-68.8,-60,-67.5,-74.66666667,-63.53846154,-63.58333333,-63.13333333,-70.375,-75.07692308,-69.125,-71.375,-69.25,-79,8
-61.71428571,-54.8,-48.21428571,-60.85714286,-64.85714286,-72.41666667,-66,-61.75,-59.09090909,-67.9,-73.5,-71.6,-62.92307692,-63.22222222,-63,-70.71428571,-63.33333333,-69.85714286,-61.5,-69.25,-75,-76.16666667,-67.1,-69.8,-76,8
-66.16666667,-50.16666667,-48.41666667,-56.84615385,-66.81818182,-71.6,-65.23076923,-63.28571429,-56.55555556,-70.82352941,-72,-64.4,-67.25,-57.91666667,-63.5,-76.6,-64.42857143,-64.83333333,-62.14285714,-67.125,-71.25,-69.3,-65.5,-70.83333333,-76.8,8
-74.77777778,-68.42857143,-61.14285714,-81.22222222,-77.83333333,-83.125,-79.125,-77.66666667,-74.66666667,-84.57142857,-90.2,-78.25,-77,-73.375,-75.625,-85.85714286,-67,-86.75,-79.2,-85.4,-88.42857143,-83.33333333,-82.625,-84.8,-88,8
-88.2,-81.5,-74.5,-79.08333333,-81.81818182,-90.16666667,-78.33333333,-64.84615385,-75.5,-92.8,-90.5,-83.36363636,-82.54545455,-77.35294118,-79.5,-81.55555556,-78.5,-84.36363636,-77.7,-87,-88.72727273,-87.8,-86.75,-81,-89.18181818,9
-81.25,-74.57142857,-72.8,-72.7,-83.83333333,-77,-76.66666667,-58.7,-64.92307692,-80.875,-82,-70.25,-78.8,-67.16666667,-77.66666667,-84.66666667,-71.55555556,-79.33333333,-76.33333333,-79,-84.55555556,-85.16666667,-84,-78.2,-88.28571429,9
-78,-77.83333333,-71.875,-76.14285714,-79.2,-78.57142857,-84.33333333,-60.83333333,-62,-79.66666667,-83,-78.33333333,-76.5,-70.66666667,-70.66666667,-81.6,-73.14285714,-80.5,-87,-74.4,-73.4,-88.5,-81.75,-80.2,-81.75,9
-72.63636364,-61.75,-68.42857143,-67.8,-68.125,-72.75,-74.55555556,-57.4,-61.2,-73.85714286,-73.14285714,-69.6,-64.73333333,-63.44444444,-63.33333333,-73.72727273,-64.66666667,-68.5,-74.88888889,-68.66666667,-72.44444444,-75.16666667,-63.66666667,-67.41666667,-74.11111111,9
-67.81818182,-67.18181818,-59,-61.125,-74.4,-71.88888889,-68.77777778,-61.25,-63.75,-73.66666667,-73.5,-71.91666667,-69.53846154,-64.2,-62.625,-67.5,-64.125,-65.81818182,-73.66666667,-69.83333333,-71.77777778,-73.125,-63.83333333,-67.125,-74.66666667,9
-83.42857143,-72.42857143,-77.4,-83.25,-92.4,-83,-84,-69.45454545,-75.57142857,-87.875,-86.4,-89.875,-79.09090909,-71.81818182,-82.71428571,-83.45454545,-81.33333333,-79.125,-74,-87.6,-93.22222222,-84.5,-86.9,-82.33333333,-84.75,10
-82.46666667,-74.55555556,-80.23076923,-82.75,-79.28571429,-85.88888889,-78.84615385,-76.36363636,-78.25,-93.3,-88.83333333,-81.2,-74.5,-72,-81.4,-85.66666667,-78.55555556,-78.125,-74.75,-84,-91.44444444,-90.6,-85.33333333,-80.125,-88,10
-74.07692308,-69.66666667,-76,-83.6,-82.5,-84.14285714,-76.88888889,-71.71428571,-78.3,-90.66666667,-89.55555556,-81.2,-71.7,-71.2,-80.44444444,-87.5,-80.46153846,-77.8,-74.23076923,-85.27272727,-89.5,-88.33333333,-80.57142857,-77.44444444,-85.85714286,10
-82.66666667,-70.625,-72.55555556,-79.28571429,-86,-81,-74.83333333,-66.14285714,-72.61538462,-82.8,-81.125,-76.88888889,-73.75,-67.64285714,-74.625,-85.33333333,-74.36363636,-78.11111111,-75.88888889,-84.8,-83.83333333,-80.38461538,-87.6,-70.44444444,-83.16666667,10
-79.28571429,-67.25,-64.85714286,-75.28571429,-87.6,-81.4,-76.16666667,-64.85714286,-69.14285714,-84,-78.28571429,-71.16666667,-73,-66,-75.75,-76.5,-72.8,-73.33333333,-74.6,-81,-81.66666667,-79.125,-80,-72,-82.4,10
-72.57142857,-69.57142857,-61.28571429,-68.4,-68.8,-77.33333333,-74,-72.71428571,-66,-77.75,-85.8,-70.5,-73.2,-72.33333333,-81.6,-74,-68.8,-75.4,-79.75,-76.4,-73.33333333,-95.5,-82.5,-79.2,-83.8,11
-81.25,-74.4,-64.75,-74.27272727,-82.16666667,-89.4,-89,-79.5,-78.7,-79.2,-85,-80.13333333,-88.14285714,-76.71428571,-77.1,-91.5,-87.1,-82.5,-83.8,-87.75,-90.28571429,-93.42857143,-85.88888889,-91.66666667,-92,11
-85.66666667,-77.9,-69.41666667,-78.16666667,-87.14285714,-89.25,-80.75,-74.66666667,-77.83333333,-82.375,-88,-83.25,-81,-80.5,-81.46666667,-87,-81.66666667,-84.14285714,-83.09090909,-85.875,-94.66666667,-89.85714286,-94.57142857,-89.71428571,-95,11
-75.1,-75.71428571,-73.69230769,-76.66666667,-87,-87.72727273,-81.9,-69.07692308,-80.18181818,-79.75,-89.45454545,-76,-85,-78.45454545,-81.66666667,-85.33333333,-78.25,-88.83333333,-88.875,-88.22222222,-92.84615385,-93.28571429,-96,-89.2,-90.81818182,11
-78,-75.36363636,-68.72727273,-81.27272727,-83.27272727,-82.4,-84.875,-72.77777778,-73.75,-80.69230769,-87,-80.8,-90.33333333,-76.88888889,-83.85714286,-76.25,-81.83333333,-85.75,-90.33333333,-86.33333333,-91.6,-89.38461538,-90.125,-84.55555556,-90,11
-78.2,-80.71428571,-75,-71.25,-74.16666667,-82.5,-66.66666667,-64,-71.5,-76.2,-86,-71,-73.8,-80.57142857,-71.6,-79.5,-73,-76.2,-80.57142857,-77.66666667,-83.83333333,-81.33333333,-85.25,-75,-74.5,28
-91.5,-78.5,-78.5,-71.83333333,-81.66666667,-80.33333333,-66.375,-65.28571429,-71.33333333,-84,-84,-73.33333333,-70.8,-75.6,-77.14285714,-86.33333333,-71.5,-76,-74.14285714,-75.11111111,-82.14285714,-80.5,-81.25,-84.875,-89.2,28
-71.09090909,-66.625,-55.33333333,-66.6,-64,-61.5,-51.8,-49.25,-59.57142857,-61.125,-59.25,-60.44444444,-60,-64.45454545,-63.5,-70.66666667,-63.125,-70.57142857,-60.6875,-62.76470588,-72.5,-77.07692308,-63.58333333,-72.8,-73.5,28
-73.36363636,-77.2,-60.2,-61.66666667,-66.6,-65,-51.7,-46.64285714,-62.90909091,-61.625,-61,-61.33333333,-69.57142857,-61.69230769,-67.71428571,-64.16666667,-58.88888889,-66.25,-60.28571429,-66.375,-72.11111111,-69.5,-63.6,-67.75,-74,28
-72.625,-72.75,-62,-63.14285714,-66.375,-70.83333333,-55.14285714,-49.71428571,-62.875,-57,-67.14285714,-60.83333333,-67.57142857,-61.72727273,-61,-65,-58.28571429,-60.88888889,-61.63636364,-69.66666667,-66.5,-72.375,-67.8,-70.4,-80.25,28
-83.66666667,-83.6,-69.85714286,-72.1875,-83.6,-86.66666667,-80.11111111,-66.69230769,-77.5,-81.125,-87.09090909,-72.81818182,-75.5,-74.57142857,-83.14285714,-88.09090909,-82.77777778,-75,-78,-87.5,-90.66666667,-87.33333333,-82.90909091,-77.36363636,-93.33333333,29
-89.66666667,-84.88888889,-70.5,-72.27272727,-83.66666667,-83.66666667,-83.25,-76.15384615,-76.16666667,-89.71428571,-86.2,-74.33333333,-73.27272727,-72.30769231,-85,-86.71428571,-81.625,-82.76923077,-80.3,-88,-90.72727273,-89,-85.33333333,-81,-89,29
-93,-87.57142857,-62.77777778,-70.57142857,-87.375,-76.2,-71.8,-66,-70,-75.16666667,-76,-70.57142857,-62.5,-70.42857143,-83.8,-83.66666667,-79.85714286,-75.5,-77.66666667,-87.4,-81.77777778,-82.11111111,-84.14285714,-82.14285714,-86.25,29
-72.6,-69.08333333,-55.41666667,-62.16666667,-68.125,-70.25,-57.4,-58.71428571,-57,-67.28571429,-74.88888889,-64.77777778,-56,-68.71428571,-69.57142857,-74.22222222,-64.44444444,-63,-63.1,-69.5,-70.09090909,-78,-68.375,-66.85714286,-76.75,29
-70.4,-70.61538462,-47.63636364,-60.42857143,-70.77777778,-65.55555556,-56.66666667,-56.57142857,-69.75,-68.5,-74.5,-63.27272727,-57.44444444,-64.38461538,-69,-74.4,-62.44444444,-62.46666667,-72.375,-72.45454545,-71.09090909,-71.33333333,-66.66666667,-65.5,-75.85714286,29
-74,-75.63636364,-62.58333333,-65.28571429,-75,-67.7,-66.625,-62.33333333,-67,-73.85714286,-72.09090909,-56.5,-60.4,-66.25,-72,-68,-55.85714286,-62.36363636,-68.88888889,-71.66666667,-76,-67.875,-64.28571429,-76,-80.33333333,30
-65,-71.2,-54.77777778,-66.30769231,-73,-65.6,-62.33333333,-60.33333333,-64.45454545,-73.5,-63.33333333,-52.83333333,-55.5,-64,-67.6,-60.18181818,-60.18181818,-58.16666667,-62.5,-68.875,-66.3,-65.33333333,-64.66666667,-73.77777778,-76,30
-68.875,-69,-51.8,-63.5,-73.6,-67,-54.25,-53.08333333,-61.375,-76.875,-69.2,-54.18181818,-51.90909091,-63.55555556,-66,-61.5,-53.83333333,-56.5,-60.2,-71.27272727,-63.66666667,-66.11111111,-65.25,-72.11111111,-74,30
-67.5,-70,-53.55555556,-68.25,-74,-64.9,-59.125,-56.72727273,-62.25,-73.4,-67.5,-49.9,-51.93333333,-62.66666667,-68.33333333,-62,-53.8,-58.1,-59.33333333,-76.27272727,-60.42857143,-65.42857143,-67.28571429,-68.25,-73.9,30
-78.2,-77.33333333,-69.9,-81,-90.55555556,-78.33333333,-73.5,-70,-80.83333333,-93,-86.16666667,-67,-68.18181818,-74.625,-81.25,-73.8,-71.33333333,-67.6,-77.66666667,-85.6,-74.85714286,-79.75,-78.2,-83.11111111,-83.77777778,30
-74.5,-79.18181818,-74.92307692,-74.27272727,-80.54545455,-72.33333333,-62.3,-67.5,-70.8,-91.25,-87.4,-72.75,-71.91666667,-82.8,-83.8,-73.08333333,-77.42857143,-83,-88.46153846,-90.375,-86.36363636,-87.71428571,-85.83333333,-86.66666667,-89.55555556,31
-66.36363636,-68.66666667,-64.125,-71.4,-76.8,-69.16666667,-53.42857143,-57.28571429,-66.2,-76,-75.75,-58.85714286,-70.66666667,-64.25,-71.57142857,-72.66666667,-60.5,-75.8,-77.125,-80.33333333,-84.14285714,-81.5,-80.3,-80.5,-85.8,31
-76.2,-78,-81,-85.33333333,-85.75,-79.5,-65.8,-66,-70.33333333,-81.66666667,-78.42857143,-66.33333333,-71.6,-73.4,-85,-72.2,-82.1,-77,-89.44444444,-93.83333333,-83,-88.16666667,-84,-91.90909091,-87.5,31
-81.83333333,-76.64285714,-70.9375,-74.82352941,-84.25,-75.41666667,-68.2,-70,-76.18181818,-78,-73.33333333,-67.6,-76,-75.5,-76,-75.16666667,-77.5,-78.16666667,-82.81818182,-88.5,-81.9,-84.27272727,-90.625,-83.33333333,-84.88888889,31
-76,-82.21428571,-81,-74.46153846,-81.83333333,-73.7,-71.57142857,-73.08333333,-77.1,-83.4,-80.1,-67.66666667,-80,-79.66666667,-83.625,-74,-77.54545455,-76.83333333,-89.75,-88.2,-83.7,-84.2,-87.16666667,-84.33333333,-94.5,31
-85.83333333,-87.6,-80.6,-82.66666667,-84.5,-81.5,-77.66666667,-72.2,-70.5,-80,-80.28571429,-77.5,-66.33333333,-66.83333333,-80.5,-84.4,-71.25,-69.44444444,-75,-88.5,-80.25,-83,-70.14285714,-78,-83.6,48
-64.09090909,-70.125,-69,-64.42857143,-73.15384615,-72.66666667,-58.75,-63.71428571,-61.33333333,-68.44444444,-64.88888889,-60.28571429,-53.30769231,-54.75,-64.77777778,-68.6,-58.5,-59.85714286,-57,-73.36363636,-61.23076923,-69.5,-60.28571429,-61.8,-69.5,48
-64.57142857,-68.54545455,-69.4,-63.44444444,-70.36363636,-70.8,-67.44444444,-60.77777778,-58.11111111,-74.5,-70.14285714,-60.125,-52.46666667,-60.83333333,-60.33333333,-63.71428571,-57.11111111,-52.64285714,-59.5,-77.75,-66.88888889,-69.07692308,-62.66666667,-63.25,-71,48
-65,-71.36363636,-66.63636364,-73.1,-70.11111111,-65.25,-65.63636364,-53.75,-57.6,-70.71428571,-65.5625,-59.57142857,-47.75,-55.625,-61.25,-66.85714286,-59,-64.14285714,-59.71428571,-68.28571429,-66.35714286,-69.66666667,-66.5,-65.2,-67.61538462,48
-85.33333333,-87.75,-79.66666667,-78.2,-84.66666667,-84.4,-78.5,-73.28571429,-71.25,-81.75,-83,-76.42857143,-62.33333333,-70.66666667,-70.33333333,-78.28571429,-75.66666667,-69,-75.375,-84.125,-82.66666667,-83.5,-80.2,-72.8,-85,48
-68.83333333,-73.2,-60.125,-62.75,-73.25,-67.5,-63.61538462,-52.83333333,-59.33333333,-69.8,-76.57142857,-64,-56.46153846,-60.92307692,-66.21428571,-68,-65.14285714,-54.66666667,-58.17647059,-72.28571429,-67.375,-68.14285714,-68.66666667,-59.27272727,-75.66666667,49
-75,-66.22222222,-60.44444444,-66.35714286,-75,-69.28571429,-60.5,-50.33333333,-63.61538462,-66.16666667,-72,-58,-58.90909091,-61.33333333,-64.28571429,-67.125,-60,-57.44444444,-57.25,-70.42857143,-66.88888889,-69.625,-67.27272727,-65.5,-75.75,49
-79,-83.2,-76.6,-93,-87,-80.66666667,-73.5,-69.16666667,-75,-84.8,-85.75,-77,-74.5,-84.6,-81,-84.25,-72.85714286,-69.33333333,-70.16666667,-84.8,-84.28571429,-86,-80.83333333,-77.33333333,-92.33333333,49
-85.66666667,-82,-78.375,-86.57142857,-90,-77.71428571,-80.42857143,-66,-77.28571429,-78.5,-87.66666667,-70.25,-73.375,-82.22222222,-88.2,-88.57142857,-77.57142857,-69.75,-74.4,-89.75,-84.91666667,-85.875,-81,-79.25,-86.16666667,49
-87.57142857,-83.28571429,-77.61538462,-89.66666667,-88.85714286,-87,-70.66666667,-63.5,-78.2,-82.83333333,-85.72727273,-77.875,-71,-80.375,-79.5,-82.11111111,-82.5,-69.83333333,-79.38461538,-83.83333333,-84.7,-84.81818182,-78.09090909,-89.77777778,-93.42857143,49
-69.8,-70.41666667,-62.6,-63.5,-73.66666667,-65,-54.8125,-59.5,-63.8,-70.28571429,-65.07692308,-58.61538462,-60.71428571,-66.5,-73.75,-69.14285714,-55.7,-60.83333333,-74.625,-75,-66,-65.44444444,-66.14285714,-63.54545455,-72.6,50
-87,-74.66666667,-77.33333333,-75.8,-93.4,-85.5,-73,-74.8,-81,-87.75,-79.25,-73.57142857,-73.8,-80.375,-87.16666667,-88,-69.16666667,-70.6,-86.4,-87.57142857,-77,-78.5,-79.8,-83.5,-86.14285714,50
-84,-79.71428571,-76.1,-79.66666667,-86,-81.625,-69.625,-67.07692308,-86,-84.71428571,-86,-77.875,-68.5,-83.36363636,-81.8,-86,-66.85714286,-65.75,-89.33333333,-93,-77.5,-83.8,-82.07142857,-75.33333333,-88.5,50
-82.3,-79.25,-73.5,-80.2,-86,-84.54545455,-70.75,-66.38461538,-82.66666667,-89.11111111,-75.6,-79.27272727,-79.83333333,-82.625,-82.6,-86.71428571,-72.5,-72.8,-77.35714286,-78.33333333,-73.77777778,-88.2,-85.57142857,-82.11111111,-91.83333333,50
-85.15384615,-82.5,-72.83333333,-81,-91.375,-81.875,-77.23076923,-69.72727273,-78.83333333,-92.4,-84.14285714,-77.77777778,-73,-78.6,-78.16666667,-86.5,-67.93333333,-70.83333333,-74,-82.27272727,-74.61538462,-85.83333333,-86.09090909,-74.9,-92,50
-67.25,-74.09090909,-67.16666667,-67.5,-70.42857143,-61.36363636,-52.77777778,-70.2,-61.44444444,-68.5,-61.3,-53.30769231,-60.23076923,-63.33333333,-67.30769231,-67,-54.57142857,-59.46153846,-61.14285714,-69.66666667,-71,-70.5,-71.2,-70.25,-69.11111111,51
-70,-64.625,-67,-67.2,-73.2,-63,-50.2,-54.5,-64.4,-69.44444444,-61,-54.875,-51.625,-65,-65.125,-68,-57.88888889,-69.83333333,-68,-72.5,-66.66666667,-73.22222222,-70,-70.14285714,-68.63636364,51
-68.2,-66.66666667,-67.2,-63.625,-73,-60.85714286,-54.54545455,-57.91666667,-58.78571429,-69.625,-59.8,-55,-57.91666667,-69.14285714,-66.16666667,-83,-62.125,-59.7,-69.92307692,-75.08333333,-65.81818182,-67.44444444,-76.5,-74.2,-73.09090909,51
-77.2,-81.22222222,-84.33333333,-80,-84.42857143,-74.375,-81.5,-69.85714286,-70.75,-86.33333333,-76,-70.42857143,-72.8,-80.75,-85,-82.14285714,-76,-75,-83.28571429,-84.2,-78.75,-90.75,-86.5,-84.71428571,-89,51
-65.75,-63.5,-62.66666667,-69.83333333,-72.8,-63,-58.3,-55,-58,-69.90909091,-61.25,-54.18181818,-52,-67.5,-66.33333333,-62.75,-66.16666667,-66.7,-65.5,-65.86666667,-62,-70.625,-77.5,-66.8,-78.57142857,51
-73.8,-72.2,-74.14285714,-71.5,-74.75,-70.7,-75.14285714,-66,-78.33333333,-74.5,-69,-64.25,-67.18181818,-60.90909091,-66.16666667,-73.81818182,-67,-52.4,-60.08333333,-62.33333333,-71.75,-74.85714286,-65.8,-62.33333333,-65.66666667,68
-79.85714286,-72.6,-73.75,-72.28571429,-74.71428571,-69,-63.44444444,-63.84615385,-69.81818182,-65.66666667,-63.8,-60.83333333,-60.8,-58.875,-66.09090909,-75.6,-65.14285714,-52.25,-53.4,-62,-73.4,-61.71428571,-62.55555556,-56.7,-68,68
-86.4,-73.75,-75,-67.81818182,-69.64285714,-68.875,-72,-63.90909091,-66,-67.8125,-64,-60,-67.72727273,-59.875,-63.1,-72,-65.45454545,-55.4,-51.25,-64.42857143,-69,-58.22222222,-57,-60.58333333,-69,68
-81.75,-76.22222222,-74.5,-70.5,-73.8,-64.28571429,-64,-63,-69,-64.5,-64.625,-65.875,-67.2,-61.66666667,-63.81818182,-73.2,-69.6,-52.54545455,-53.16666667,-62.625,-72,-61.8,-64.33333333,-57.71428571,-69.16666667,68
-82.2,-70.5,-78.44444444,-82.33333333,-94,-77,-72.25,-80.33333333,-74.66666667,-80.16666667,-69,-76.57142857,-70.71428571,-71.14285714,-65.25,-77.83333333,-71.75,-60.5,-64,-63.6,-78.6,-68.83333333,-67.9,-65.6,-74,68
-83.66666667,-77,-75.6,-75.44444444,-82,-82.75,-71.16666667,-77.6,-80.125,-80,-73.44444444,-78.66666667,-66.11111111,-71,-76,-83.66666667,-64,-68.66666667,-73.28571429,-83.5,-79.14285714,-68.5,-71.88888889,-77.5,-82.33333333,69
-75,-69,-67,-69.66666667,-68.91666667,-72,-63,-68.44444444,-65.25,-67,-60.5,-62.6,-49.5,-59.44444444,-57.77777778,-70.42857143,-66,-57.30769231,-61.91666667,-68.42857143,-68.875,-64.66666667,-60.77777778,-57.72727273,-69.18181818,69
-71.83333333,-72.5,-66.375,-60,-67.08333333,-67.8,-60,-64.7,-61.6,-67.8,-63.66666667,-63.42857143,-51.44444444,-58.07692308,-60.42857143,-72.83333333,-61.18181818,-53.4,-67.8,-68.45454545,-73.83333333,-63.18181818,-59.57142857,-51.58333333,-72,69
-77.4,-69.2,-64,-58.27272727,-63.18181818,-76.57142857,-60,-63.25,-58,-67.875,-60.88888889,-61.69230769,-54.6,-58.92307692,-69,-71,-63.875,-54.25,-62.66666667,-64.625,-69.53333333,-64.85714286,-59.1,-51.78571429,-71.83333333,69
-70.5,-73.83333333,-65.08333333,-60.28571429,-63.11111111,-68.18181818,-64.5,-62.66666667,-61.33333333,-67.88888889,-61.8,-62,-58.8,-57.61538462,-63.15384615,-75,-63.5,-56.25,-59,-74.8,-66.08333333,-67.66666667,-61.66666667,-55.21428571,-71.16666667,69
-77.66666667,-80.66666667,-80.55555556,-77.28571429,-83.83333333,-75.75,-73.55555556,-67.5,-71.16666667,-75,-70.5,-75.5,-64.2,-68,-75.75,-77.8,-79,-55.75,-81.25,-77.25,-85,-70.14285714,-70.33333333,-58.2,-86.8,70
-73,-74.14285714,-70.09090909,-74.25,-74,-69.875,-64.11111111,-60.16666667,-64.8,-75.66666667,-69,-63.63636364,-59.09090909,-60.22222222,-67.4,-70.85714286,-74,-54.5,-71.5,-69.5,-70.8,-65.28571429,-66.1,-51,-77.16666667,70
-74.55555556,-73.25,-66,-72.5,-73.8,-72.66666667,-64,-57.88888889,-63.45454545,-75.85714286,-68.66666667,-61.78571429,-70.11111111,-60.11111111,-70.27272727,-72.25,-69,-52.13333333,-65.66666667,-74.6,-70.75,-70.5,-65.14285714,-48.35714286,-74.5,70
-74,-73.33333333,-68,-68.375,-75.57142857,-71.71428571,-64.81818182,-59.33333333,-65.1,-73.28571429,-70.66666667,-63.18181818,-68.66666667,-65.66666667,-67.75,-70.875,-66.33333333,-54.84615385,-67.125,-75.22222222,-69.125,-67.75,-63.18181818,-48.07692308,-74.125,70
-82.75,-71.83333333,-69.11111111,-67.625,-75.88888889,-72.57142857,-71.41666667,-64.66666667,-68,-71.66666667,-72.66666667,-65.625,-58,-65.07692308,-70.78571429,-72.9,-69.77777778,-59.41666667,-66.83333333,-69.55555556,-71.125,-64.84615385,-64.42857143,-52.16666667,-72.6,70
-74.71428571,-70.14285714,-70.66666667,-66.41666667,-68.16666667,-63.8,-61.125,-70.25,-66.71428571,-74,-62,-61.75,-62.66666667,-63.2,-61.54545455,-71.5,-67.8,-55.2,-60.25,-67.18181818,-73.71428571,-59.33333333,-59.6,-56.75,-68.625,71
-71.5,-72.72727273,-74,-73.2,-66.42857143,-67.44444444,-62,-59.5,-63.625,-73.5,-70,-61.41666667,-64.25,-64.71428571,-62.71428571,-74.44444444,-65.57142857,-46.16666667,-60.28571429,-71.88888889,-72,-64.8,-58,-63,-68,71
-73,-72.55555556,-73,-69.9,-77.375,-68.44444444,-63.5,-66.66666667,-75.42857143,-80.33333333,-70.125,-64.9,-68.75,-60.66666667,-65.5,-76.33333333,-69.57142857,-52.77777778,-64.625,-69.5,-73,-64.25,-60.5,-65.6,-75.71428571,71
-69.88888889,-66.85714286,-71,-72,-71.66666667,-66.5,-64.55555556,-61.83333333,-65.5,-67.2,-59.42857143,-61.33333333,-64.25,-61.3,-59.09090909,-72.75,-67.6,-44.88888889,-63.55555556,-62.875,-74.5,-62.5,-58.23076923,-61.57142857,-73.71428571,71
-73.8,-69.75,-68.25,-66.66666667,-73.33333333,-68.6,-68.36363636,-67.33333333,-66.875,-65,-60.875,-60.33333333,-58.57142857,-60,-58.14285714,-69.71428571,-67.66666667,-43.69230769,-65.3,-71.16666667,-71.83333333,-63,-67.38461538,-60,-77.77777778,71
-83,-91,-90.33333333,-88.33333333,-89,-88.5,-90.14285714,-86,-84.42857143,-92,-85.33333333,-86.66666667,-81.42857143,-85.2,-80.16666667,-84.33333333,-74.28571429,-70.85714286,-80.8,-79.83333333,-79,-68.88888889,-66,-73,-74.5,88
-76,-74.85714286,-78.83333333,-72.5,-80.77777778,-70.125,-73.14285714,-70.75,-74.76923077,-75.83333333,-64.33333333,-66.2,-62.75,-70.44444444,-65.36363636,-63.90909091,-62.88888889,-60.375,-63.5,-66.16666667,-65.85714286,-63,-54.1875,-48.16666667,-74.75,88
-71,-73.42857143,-71.5,-71.41666667,-75.5,-68.6,-76.36363636,-79.88888889,-75.14285714,-70.5,-70.25,-73.4,-66.4,-70.30769231,-67.22222222,-63.75,-61.23076923,-58.08333333,-60,-66.5,-67.625,-62,-57.1,-50.25,-56,88
-74.72727273,-76.9,-79,-70.42857143,-81.66666667,-73,-72.63636364,-70.25,-75.18181818,-80.28571429,-69.81818182,-68.9,-67.3,-71.85714286,-68.84615385,-62.45454545,-60.36363636,-58.75,-59.66666667,-66.5,-70,-58.61538462,-57.58333333,-51.55555556,-65.45454545,88
-73,-77.375,-73.83333333,-68.7,-83,-77.5,-76.6,-66.14285714,-69.57142857,-78.25,-77.5,-70.5,-66.71428571,-68.16666667,-68.33333333,-62.54545455,-61.75,-55.125,-59.5,-65.16666667,-64.83333333,-57.2,-60.75,-53.44444444,-61.375,88
-76.09090909,-67.33333333,-64.64285714,-71.875,-74.75,-78.33333333,-70,-63.6,-69.42857143,-64.5,-67.53846154,-64,-64.28571429,-63.66666667,-71.5,-67.66666667,-64.42857143,-57.4,-55.875,-67.44444444,-72.6,-59.06666667,-68.77777778,-55.18181818,-72.41666667,89
-73,-67.3,-65,-71,-75.6,-81.6,-71.125,-64,-67.125,-72.14285714,-65.66666667,-67.3,-66.8,-63.75,-67.11111111,-70.3,-60.2,-55.4,-57.07692308,-68.55555556,-69.125,-65.625,-62.83333333,-56.63636364,-74,89
-90.16666667,-80.25,-77,-84,-85.5,-84.5,-73,-73,-76.83333333,-82.4,-74.875,-77.16666667,-73.8,-78.7,-87,-77.8,-75,-63,-74.42857143,-84.85714286,-81.25,-75,-75.5,-64.33333333,-76.4,89
