minor: 0,minor: 1,minor: 2,minor: 3,minor: 4,minor: 5,minor: 6,minor: 7,minor: 8,minor: 9,minor: 10,minor: 11,minor: 12,minor: 13,minor: 14,minor: 15,minor: 16,minor: 17,minor: 18,minor: 19,minor: 20,minor: 21,minor: 22,minor: 23,minor: 24,label
-91.33333333,-82,-84.42857143,-81,-84,-84.33333333,-79.1,-79.75,-75.14285714,-79.375,-82.5,-79.33333333,-78.4,-76.42857143,-78,-74.125,-74.63636364,-73.11111111,-68,-68.41666667,-81.75,-72.25,-61.6,-65.9,-60.6,92
-73.45454545,-81.8,-74.5,-71,-70.55555556,-69.63636364,-67.66666667,-66.77777778,-65.83333333,-66.875,-72.75,-63,-62.76923077,-67.22222222,-63.33333333,-76.28571429,-73.28571429,-63.57142857,-57.94117647,-52,-74.6,-65.14285714,-56,-59.75,-72.125,93
-74.42857143,-74.3,-68.66666667,-72.66666667,-66.3,-72.33333333,-70.09090909,-63.33333333,-64.92857143,-66.27272727,-73.11111111,-68.625,-60.41666667,-64.3,-66.42857143,-71.6,-66.25,-58.28571429,-57.41666667,-55.55555556,-71.85714286,-65.58333333,-54,-60.55555556,-63.90909091,93
-80,-76,-72,-79,-69.5,-69.7,-72.77777778,-66.91666667,-63.83333333,-69,-81,-70.14285714,-66.6,-69.33333333,-69.77777778,-71.23076923,-66.25,-58.09090909,-57.33333333,-53.63636364,-71.66666667,-67.63636364,-62.75,-58,-63.9,93
-76.22222222,-69.2,-72.53333333,-69.8,-70.875,-70.75,-70.33333333,-66,-66.46153846,-69.16666667,-71.33333333,-65.25,-75,-69,-64.625,-70.75,-64.27272727,-55.53846154,-49.125,-56.5,-68,-77.11111111,-56.4,-61.85714286,-62.7,93
-74.33333333,-72.57142857,-72.1875,-69.3,-75.125,-72.77777778,-75.77777778,-62.09090909,-66,-70,-72,-63.66666667,-70.92307692,-70.25,-61.75,-68.41666667,-68.36363636,-56.72727273,-50.45454545,-59.16666667,-73,-68.09090909,-62.88888889,-59.125,-66.58333333,93
-79.77777778,-76.2,-78.625,-70.41666667,-72.14285714,-74,-74.2,-72.07142857,-74,-76.83333333,-75.6,-75.44444444,-60.33333333,-65.88888889,-71.3,-77.2,-63.875,-61.42857143,-66.4,-59.66666667,-73,-70.33333333,-57.41666667,-55,-70.6,94
-75.28571429,-72.27272727,-78.5,-68.11111111,-74.16666667,-73,-67.9,-67.5,-70.77777778,-67.6,-75.4,-70.875,-58.33333333,-61.8,-63.41666667,-69.11111111,-67.83333333,-53,-59.33333333,-60.75,-73.5,-63.875,-57.71428571,-55.6,-63.54545455,94
-76.5,-73.77777778,-73.5,-70,-76.57142857,-72.4,-69.1,-65.45454545,-74.6,-65.90909091,-70.18181818,-68.5,-59.22222222,-60.5,-60.83333333,-72.91666667,-68.8,-56,-63.9,-65.2,-68,-66.42857143,-52.57142857,-60.4,-67.22222222,94
-77.55555556,-73.66666667,-75.7,-68.33333333,-73.2,-67.57142857,-69.33333333,-70.5,-70,-70.83333333,-72.125,-70.3,-62.42857143,-62.14285714,-62.33333333,-71.71428571,-69.4,-54.25,-69.71428571,-63.44444444,-74,-65.55555556,-51.28571429,-56.16666667,-62.6,94
-88.85714286,-90.5,-92.4,-81.83333333,-89,-85.42857143,-89.33333333,-87.54545455,-87.5,-87.75,-88.85714286,-79.6,-71.57142857,-74,-74,-88,-78.625,-67.5,-75.83333333,-76.25,-90.4,-79.33333333,-78.77777778,-72.83333333,-77.8,94
-87.125,-88,-87.75,-87.25,-87.25,-84.64285714,-87.76923077,-81.45454545,-93,-91,-84.6,-78.5,-79.44444444,-83.5,-78.2,-80.07142857,-76,-69.91666667,-75,-71.83333333,-84.22222222,-77.75,-68.78571429,-70.88888889,-76.75,95
-86.85714286,-89.42857143,-92.16666667,-91.92307692,-88,-83.84615385,-85.8,-82.5,-85.5,-83.25,-86.375,-79.33333333,-72.78571429,-87.36363636,-80.44444444,-84.36363636,-73,-72.72727273,-77.46153846,-70.88888889,-81.8,-77.92307692,-67,-65.5,-76.77777778,95
-78.6,-82.2,-80.2,-70.71428571,-75.33333333,-74.5,-82.66666667,-72.5,-65.33333333,-78,-74.25,-69,-66.85714286,-74,-75.25,-78,-68.5,-63,-66.42857143,-63,-72.5,-67.71428571,-62.5,-59.2,-66.44444444,95
-83.5,-95.25,-90,-88.4,-87,-85.16666667,-87.125,-85.42857143,-88,-84.42857143,-87.2,-85.11111111,-76,-85.125,-81.21428571,-79.57142857,-75.18181818,-68.90909091,-75.25,-70,-89.45454545,-82.125,-68.8,-66.2,-82.875,95
-87.57142857,-92.66666667,-84.6,-86.16666667,-88.41666667,-82,-87.42857143,-92.4,-86.5,-85.375,-92.25,-81.81818182,-73,-84.625,-78.125,-87.83333333,-73.33333333,-67.5,-70.38461538,-72.125,-88.125,-80,-70.8,-67.16666667,-83,95
-64.25,-60.75,-72.25,-66.66666667,-57.14285714,-73.42857143,-63.11111111,-65.11111111,-56.28571429,-60.33333333,-72.38461538,-66.5,-64.85714286,-66.57142857,-65.5,-82,-70.85714286,-60.66666667,-68.28571429,-69.58333333,-74.77777778,-80.25,-71.57142857,-72.25,-78.7,16
-63.07692308,-64.1,-63.4,-62.5,-50.84615385,-71,-69.27272727,-72.55555556,-60,-61.28571429,-73.66666667,-68.625,-65,-73.16666667,-62,-71.55555556,-69.83333333,-63.27272727,-71.5,-68,-73.77777778,-71.4,-69.07142857,-79.66666667,-82.44444444,16
-63.71428571,-63.83333333,-64.5,-58.42857143,-55,-81.4,-71.375,-69,-58.9,-65.6,-72.25,-70.42857143,-63.5,-66,-65.90909091,-76.66666667,-75.33333333,-63.66666667,-75,-70.5,-72.33333333,-78.6,-70.75,-74.5,-80.66666667,16
-81,-76,-78.14285714,-68.22222222,-66.6,-89.625,-81.4,-81.85714286,-69.1,-78.33333333,-87.28571429,-87.5,-80.28571429,-86.66666667,-83,-87.57142857,-92.33333333,-81.125,-85,-84.8,-87.625,-80,-83,-86.66666667,-92,16
-81.6,-84.83333333,-79.5,-70.57142857,-72.3,-83.2,-84.16666667,-80.9,-70,-79.44444444,-91.28571429,-80.2,-81.375,-83.11111111,-78.11111111,-90.2,-92.55555556,-77.25,-85.33333333,-91.42857143,-88.5,-95.4,-79.55555556,-83.18181818,-88.125,16
-85.77777778,-82.77777778,-81.27272727,-83,-70.4,-88.58333333,-89,-85,-79.66666667,-71.8,-88,-85.4,-79.14285714,-89.5,-75.7,-83.33333333,-91.4,-86,-84.42857143,-82.11111111,-92.25,-87.77777778,-80.63636364,-85.125,-86.4,17
-88.8,-90.25,-85,-79.33333333,-64.16666667,-91.85714286,-89.5,-88.33333333,-81.5,-82.25,-96.2,-90,-86,-83,-73.66666667,-91.83333333,-91,-86,-82.71428571,-90.66666667,-92,-89.14285714,-85.4,-88.16666667,-88.6,17
-93.66666667,-89,-84.1,-76.4,-72.27272727,-92.33333333,-90.4,-87.66666667,-80,-76,-92,-89.5,-83.69230769,-82.125,-83.66666667,-96.2,-89.5,-92.6,-87.77777778,-88.22222222,-95,-93.63636364,-84.55555556,-86.28571429,-93.85714286,17
-92.625,-85.25,-91,-82.36363636,-71,-92.7,-91.30769231,-80.55555556,-75.4,-75.66666667,-91.8,-93.4,-83.66666667,-83.2,-79.14285714,-94.33333333,-91,-85.8,-88.1,-86.09090909,-93,-93.33333333,-82.5,-87.66666667,-91.125,17
-86.41666667,-80.6,-88,-82.22222222,-79.55555556,-94.5,-85.83333333,-85.33333333,-79.625,-78.66666667,-94.6,-87.66666667,-89.85714286,-86.75,-77.23076923,-92.8,-92,-86.8,-94.66666667,-89.25,-96,-91.9,-89.83333333,-90.11111111,-89.66666667,17
-78.25,-73.8,-66.5,-63.8,-57.9,-72.83333333,-68.33333333,-58,-53.5,-56.375,-71.8,-71.55555556,-66.6,-59.6,-67.375,-70.25,-67.5,-61.125,-67.11111111,-65,-76,-76.5,-62.72727273,-66.7,-67.53333333,18
-76,-75.57142857,-67.88888889,-56.85714286,-59.75,-74,-70.33333333,-62,-52.21428571,-55,-70.16666667,-68.5,-68.45454545,-58.4,-53.91666667,-75.57142857,-70.66666667,-67.42857143,-65.75,-63.875,-72.71428571,-80.88888889,-62.28571429,-67.18181818,-64.625,18
-76.2,-71.58333333,-71.1,-56.27272727,-62.8,-75.5,-70.88888889,-64,-50.61538462,-52.375,-69.2,-70.5,-65.57142857,-60.25,-56.125,-66.5,-70.75,-62,-61.5,-63.5,-69,-78.83333333,-62,-72.4,-64.27272727,18
-78.11111111,-76,-71.11111111,-61.85714286,-64.5,-79,-73.14285714,-60.28571429,-57.81818182,-60.5,-78.14285714,-72.8,-74.33333333,-64,-63.25,-76.42857143,-79.5,-61.66666667,-61,-68,-75,-78.2,-66.25,-81.25,-72.16666667,18
-75.85714286,-80.55555556,-71.42857143,-56.6,-62.33333333,-73.2,-71,-60.14285714,-59,-61.71428571,-78.625,-67,-73,-64.26666667,-61.72727273,-84,-66,-61,-63.6,-62.85714286,-76,-81.5,-68,-68.83333333,-68,18
-65.1,-61,-69.8,-56.85714286,-56.88888889,-70.36363636,-71,-67.88888889,-56.84615385,-73.25,-71.625,-67.33333333,-62.5,-72.125,-70,-77.83333333,-79.33333333,-71,-72.8,-76.45454545,-79.75,-76.33333333,-78.83333333,-80.5,-79.4,19
-67.55555556,-60.16666667,-67.75,-67.33333333,-56.38461538,-75.92307692,-74.09090909,-70.16666667,-58.75,-67.09090909,-70.25,-66.23076923,-63.81818182,-69.22222222,-71.45454545,-74.2,-76,-68.07142857,-74.66666667,-70.54545455,-78.88888889,-78.90909091,-71.2,-74.5,-74.33333333,19
-80.5,-75.85714286,-83.42857143,-71.14285714,-65.2,-90.5,-89,-83.4,-72.5,-87.33333333,-83.8,-81.88888889,-87.8,-84.2,-81.83333333,-94,-87,-85,-86,-88.33333333,-90.5,-91.5,-91.88888889,-90.28571429,-90.5,19
-65.16666667,-62.2,-68.14285714,-54.84615385,-53.75,-72.83333333,-75.85714286,-67.3,-57.91666667,-69.33333333,-70.16666667,-67.4,-69.2,-70.4,-64.5,-82,-69.7,-69,-71.375,-68,-76.5,-78.5,-70.8,-77.44444444,-73.33333333,19
-67.3,-63.77777778,-62.6,-52.66666667,-53.57142857,-69.875,-74.1,-66,-57.07142857,-59.90909091,-73.625,-66.25,-63.90909091,-67.91666667,-65,-78.66666667,-72.42857143,-74,-76.22222222,-72.83333333,-75.8,-71.5,-74.5,-76,-73.25,19
-88.25,-95.66666667,-80.66666667,-74.2,-88.75,-81.8,-84.5,-75.375,-74.16666667,-72.4,-83.8,-94.33333333,-78.6,-84,-73.8,-90.57142857,-89.875,-79.3,-81.57142857,-80.5,-88.5,-87.2,-76.16666667,-78.2,-85.71428571,36
-90.90909091,-89.375,-76,-77.64285714,-78.54545455,-81.66666667,-89.16666667,-76.90909091,-71.25,-74.44444444,-87,-85,-75.27272727,-78.33333333,-69.33333333,-88.13333333,-84,-76.85714286,-78.42857143,-76.5,-86.69230769,-81.28571429,-81.8,-77.83333333,-87.38461538,36
-89.2,-86,-75.72727273,-75,-78.16666667,-79.5,-83.71428571,-75.6,-74.33333333,-68.55555556,-88.85714286,-81.75,-85.5,-80,-65.66666667,-88,-84.15384615,-75.08333333,-79.66666667,-78.16666667,-86,-78,-77,-79.2,-86.3,36
-88.5,-84.44444444,-77.22222222,-75.18181818,-86.71428571,-78.2,-84.5,-79.9,-72.23076923,-69.46153846,-85.8,-80,-78.27272727,-74,-64.90909091,-91.66666667,-84.16666667,-77.5,-80.5,-80.875,-87.57142857,-86.6,-85.83333333,-74.57142857,-84.30769231,36
-80,-85.8,-85,-71.81818182,-77.23076923,-76.09090909,-78.875,-71,-67.875,-73,-80.5,-77.22222222,-83.08333333,-65.28571429,-65.30769231,-93.66666667,-78,-76.5,-75.42857143,-83.5,-89.90909091,-71.5,-82.22222222,-73,-85.77777778,36
-87.5,-87.85714286,-80.45454545,-74.5,-67.66666667,-86,-81.71428571,-80.83333333,-83.1,-72.63636364,-86.63636364,-89.2,-73.44444444,-79.42857143,-60.83333333,-88.22222222,-80.42857143,-78.11111111,-80,-79.5,-82.25,-82.75,-77.5,-77.6,-79,37
-91.2,-80,-83.75,-73.5,-66.75,-94.5,-88.85714286,-84.5,-85,-66,-84.75,-93.66666667,-77.4,-79.5,-67.14285714,-92.33333333,-89,-84.5,-86.2,-84,-91,-85.66666667,-76.14285714,-78.5,-89.5,37
-77,-77.5,-70.125,-58.16666667,-53.72727273,-76.16666667,-73.66666667,-71.25,-64.08333333,-63.33333333,-73.5,-77.11111111,-67.4,-62.33333333,-55,-76.2,-74,-70.16666667,-66.21428571,-66.5,-78,-72.75,-65.375,-65,-72,37
-78.25,-76,-67.5625,-60.8,-55.92857143,-76.76923077,-77.75,-68.66666667,-64.5,-61.90909091,-75.375,-73.3,-73.08333333,-65.5,-53.5,-75.8,-75.625,-68.83333333,-60.875,-72.875,-79.5,-78.6,-66,-62.9,-87,37
-81,-75.6,-73.375,-63.8125,-54.46153846,-76.6,-74.57142857,-63.28571429,-66.71428571,-56,-77,-75.16666667,-66.5,-61.66666667,-53.66666667,-75,-70.71428571,-64.90909091,-69.33333333,-70.5,-77,-71.2,-68.81818182,-64.83333333,-70.66666667,37
-77.16666667,-78,-66,-58.1,-59.77777778,-73.66666667,-77,-62.57142857,-58,-61.66666667,-77.25,-68.25,-62,-56.81818182,-53.90909091,-78.25,-76.125,-65.44444444,-62.63636364,-58.625,-82.66666667,-76.72727273,-59.3,-71.07692308,-60.69230769,38
-82.5,-77.5,-74.33333333,-58.33333333,-56.375,-78.33333333,-72.09090909,-69.125,-56.125,-57.6,-75,-67.6,-65.28571429,-58.88888889,-55.57142857,-76.36363636,-75.625,-65.23076923,-70.28571429,-58.91666667,-81.25,-74.5,-60.15384615,-71.13333333,-61.38461538,38
-74.09090909,-73.5,-71.77777778,-58,-58.22222222,-79,-75.14285714,-66,-54.27272727,-63.77777778,-69.72727273,-73.66666667,-60.33333333,-60,-53.57142857,-75.28571429,-77.33333333,-61.66666667,-67.4,-59.71428571,-78.75,-75.66666667,-61.57142857,-67,-62.4,38
-79.66666667,-84.66666667,-76.55555556,-69.57142857,-67,-87.2,-85,-74.57142857,-74.88888889,-71.5,-74.6,-79,-82,-66.125,-60.2,-92.2,-77.85714286,-77.16666667,-74.8,-70,-80.66666667,-75,-65.22222222,-81.8,-75.66666667,38
-77.5,-76.83333333,-66.3,-61.54545455,-63.4,-72.33333333,-72.6,-68.11111111,-58.81818182,-56.57142857,-72.33333333,-74.33333333,-66.25,-55.72727273,-57.3,-69.75,-74.3,-63.66666667,-61.11764706,-55.375,-76.83333333,-68.2,-58.33333333,-66.90909091,-61.18181818,38
-73,-77,-67.33333333,-56.58333333,-68.1,-73.6,-73.57142857,-59.63636364,-56.22222222,-62.25,-73.75,-71,-62,-67.6,-61.5,-73.5,-70.75,-67.25,-68.5,-69.08333333,-70.8,-72.5,-69.30769231,-66.2,-78.2,39
-68.4,-73.63636364,-67,-61.33333333,-66,-69.28571429,-76.6,-67.66666667,-50.91666667,-56.91666667,-74.4,-70.7,-60.75,-60.63636364,-58.75,-77.16666667,-71,-66.6,-68.625,-65.16666667,-72.75,-70.4,-72.5,-68.61538462,-76.42857143,39
-77.28571429,-75.77777778,-64.2,-61,-60.06666667,-68.33333333,-72.875,-65,-48.1,-60.1,-74.33333333,-66.5,-65.625,-62,-55.33333333,-77.3,-71,-63.1,-66.88888889,-61.4,-68.83333333,-72.77777778,-68.4,-74,-75,39
-84.75,-87.8,-72.14285714,-66.16666667,-70.16666667,-78.83333333,-77.5,-74.57142857,-64.6,-69.5,-87,-77.83333333,-78,-75.125,-69.5,-86.75,-81,-72.66666667,-73.6,-80.8,-92,-85,-87,-82.28571429,-82.25,39
-89.54545455,-85,-75.57142857,-76.55555556,-76.22222222,-89.25,-88.75,-72.75,-64.44444444,-72.14285714,-90.66666667,-81.125,-77.2,-80,-76.125,-95.28571429,-86.375,-78.66666667,-83.36363636,-84.5,-89,-85.57142857,-82,-87,-86.4,39
-90.16666667,-86.375,-79.27272727,-76.45454545,-82.66666667,-85.75,-80.33333333,-74.28571429,-70,-82.6,-83.72727273,-86.14285714,-74.93333333,-71.85714286,-67.88888889,-87,-87.57142857,-72.625,-76.55555556,-77.3,-90.22222222,-88.2,-74.71428571,-81,-83,56
-90.5,-88.7,-80.25,-79.75,-85.25,-86.5,-82,-82.5,-73,-80,-92,-82.4,-74.61538462,-78.1,-67.90909091,-85.66666667,-85.81818182,-73,-79.6,-78.33333333,-91.55555556,-84,-80.1,-78.875,-78.5,56
-89.375,-89.625,-81.625,-81.5,-85.4,-89.55555556,-83.85714286,-77.25,-73,-77.41666667,-88.1,-87.42857143,-75.66666667,-85.36363636,-66.54545455,-86.625,-88.8,-78.09090909,-80.36363636,-69.30769231,-94,-85.88888889,-70.09090909,-81.63636364,-86.25,56
-80.75,-84.66666667,-69,-71.3,-75.75,-79.83333333,-80.25,-74.8,-68.75,-73.66666667,-79.33333333,-77.71428571,-74.6,-70.71428571,-57.5,-85,-84.71428571,-69,-79,-79.66666667,-95,-77,-68.55555556,-75.4,-75.71428571,56
-74.14285714,-72.23076923,-63,-64.44444444,-67.8,-71.875,-68.6,-64.5,-62.14285714,-57.22222222,-69.42857143,-65.77777778,-61.625,-59.75,-51.4,-74.375,-68,-58.41666667,-60.83333333,-63.6,-79.5,-66.8,-62.66666667,-71,-63,56
-73.5,-71.83333333,-67.875,-62.1,-68.27272727,-73.33333333,-72.9,-66.83333333,-64,-53.21428571,-81.57142857,-74.41666667,-69.85714286,-62.88888889,-52,-72.66666667,-73,-69.25,-65.875,-60.33333333,-75.7,-70,-58.18181818,-71.375,-62.28571429,57
-90.6,-87,-83.6,-73.44444444,-80.8,-89.25,-86.5,-76.75,-80.14285714,-69,-89.5,-86.42857143,-79.8,-76.6,-68.75,-92,-87.33333333,-76.6,-85.28571429,-76.83333333,-92.2,-82.25,-76.2,-84.75,-90.33333333,57
-73.71428571,-70.75,-73.625,-62.1,-63.2,-74.28571429,-69.4,-60.14285714,-55.90909091,-57.4,-78.5,-74.15384615,-73,-65.625,-53.71428571,-74.66666667,-72.57142857,-69.3,-67.13333333,-57.75,-74.57142857,-72.875,-60.71428571,-70.5,-70.6,57
-80.5,-72.625,-71.33333333,-57.30769231,-69.5,-71.375,-69.66666667,-60.66666667,-51.8,-57.4,-75.7,-71.64285714,-69.4,-61.8,-57.3,-74.83333333,-69.9,-61.2,-69.33333333,-57.75,-74.66666667,-71,-59.45454545,-67.5,-70.75,57
-79.3,-71.5,-68,-56.57142857,-64.4,-75,-73.5,-65.07142857,-53.75,-60.30769231,-74.25,-77.42857143,-70,-67.5,-53.8,-71.83333333,-80.16666667,-65.63636364,-70.09090909,-58.36363636,-76,-68,-64.9375,-72.28571429,-69.64285714,57
-77.5,-77.625,-68.7,-57.72727273,-68.28571429,-73,-66.2,-67.22222222,-54.6,-55.15384615,-75.57142857,-71.33333333,-71.66666667,-64.75,-58.66666667,-77.7,-69.33333333,-64.42857143,-65.375,-61.91666667,-80.33333333,-69.58333333,-61.44444444,-66.21428571,-61.71428571,58
-81.8,-74.33333333,-74.14285714,-58.6,-67,-73.5,-67,-61.3,-55.11764706,-59,-75.57142857,-65.125,-68.25,-62.4,-56.66666667,-77,-68.46666667,-64.28571429,-68.1,-55.57142857,-76.6,-67.92307692,-58.42857143,-64.46153846,-62.6,58
-81.77777778,-74.6,-66.8,-58.5,-70,-76.54545455,-73.77777778,-63,-58.3,-61,-72,-70.33333333,-69.625,-63.16666667,-60.83333333,-76.5,-73.11111111,-63.125,-68,-53.83333333,-75.55555556,-67.11111111,-57.57142857,-66.75,-59.4,58
-81.4,-86,-78,-63,-72,-79.33333333,-74.5,-75.6,-71.42857143,-72.25,-88.6,-89.6,-80.375,-74.11111111,-75.5,-84.16666667,-76.625,-68.14285714,-74.14285714,-63,-89.14285714,-81.66666667,-67.5,-78.66666667,-66.9,58
-78,-74,-72.4,-57.1,-76.2,-77.88888889,-80.5,-63.71428571,-60,-63.07692308,-68.5,-68.75,-64.72727273,-62.6,-57.6,-74.9,-73.22222222,-64.8,-69,-56.14285714,-76.11111111,-74.14285714,-57.36363636,-61.91666667,-59.66666667,58
-74.625,-72.4,-69.75,-65,-75,-70.75,-61.11111111,-63.45454545,-57.875,-62.73333333,-67.46153846,-74.14285714,-61.55555556,-56.6,-52.57142857,-69,-66.125,-62.7,-64.28571429,-64.375,-78.5,-65.61538462,-68.07692308,-73.33333333,-66.8,59
-73.09090909,-80,-66.9,-70.22222222,-72.4,-73,-61.75,-59.75,-59.9,-61.25,-64.44444444,-75.58333333,-59.9,-54.83333333,-53.88888889,-78.45454545,-67,-58.33333333,-60.77777778,-71.33333333,-71.5,-67.30769231,-61.35714286,-71.6,-69.8,59
-73.64285714,-76,-61.46153846,-70.2,-67.09090909,-70.42857143,-60.875,-58.9,-57.63636364,-62.75,-63.5,-73.16666667,-58.26666667,-52.33333333,-57.875,-71.42857143,-65.09090909,-62.4,-63.75,-58.66666667,-76,-65.27272727,-62.2,-66.09090909,-67.83333333,59
-87,-82.33333333,-79.71428571,-74.83333333,-81.5,-87.14285714,-76.6,-76.75,-75.6,-83.33333333,-84,-87,-72,-69.5,-66.5,-92,-84.42857143,-83.71428571,-75.28571429,-73.6,-92.33333333,-85,-82.33333333,-87.5,-87.2,59
-73.08333333,-70.55555556,-61,-62.09090909,-65.55555556,-75.85714286,-66.75,-58.9,-58.42857143,-68.66666667,-69.88888889,-71.33333333,-57.875,-56.93333333,-53.5,-76.5,-66.66666667,-69.55555556,-62.66666667,-68.4,-78,-69.6,-60,-63.6,-71.83333333,59
-81.6,-75.16666667,-67.42857143,-72.33333333,-74,-77,-71.16666667,-63.25,-65.5,-70.125,-71.88888889,-71.66666667,-63,-62.44444444,-59.33333333,-76.2,-69.69230769,-54.875,-61,-56.75,-71.125,-68,-68.11111111,-60.4,-59.75,76
-75.58333333,-77.75,-73.11111111,-67.875,-76.85714286,-79,-73.09090909,-69,-63.875,-71.78571429,-76.66666667,-71.5,-65.6,-62.58333333,-57.81818182,-70.125,-75.9,-60.28571429,-58.25,-55.2,-69.88888889,-64.26666667,-58.30769231,-61.2,-61.66666667,76
-76.16666667,-75.33333333,-73,-68.625,-81.83333333,-78.33333333,-71.16666667,-67.75,-66.125,-71.30769231,-68.75,-68,-68.5,-59.76470588,-60.16666667,-81.5,-70.66666667,-64.33333333,-60.5,-53.14285714,-68.44444444,-65.44444444,-61.1,-61.08333333,-66.3,76
-91.66666667,-86,-85,-81.125,-87,-83.57142857,-79,-73.77777778,-80.5,-75.66666667,-80.6,-91,-73.6,-72.88888889,-71.25,-79.33333333,-75.5,-73.33333333,-69.71428571,-64.28571429,-83.83333333,-76.28571429,-68,-73.14285714,-75.375,76
-76.53846154,-78,-75.36363636,-68.8,-73,-75.8,-69.44444444,-64.63636364,-68,-69.33333333,-75.71428571,-70.18181818,-64.2,-69.875,-62,-73.53846154,-68.28571429,-58.45454545,-59.45454545,-54.2,-69.18181818,-66.54545455,-59.85714286,-68.125,-59.58333333,76
-78,-81.33333333,-71,-69.66666667,-70.66666667,-73,-76,-65.14285714,-65.57142857,-74.33333333,-82.57142857,-65,-78.33333333,-61.375,-66.28571429,-76.4,-93.6,-68.33333333,-75.33333333,-63.66666667,-88.33333333,-69.66666667,-61.25,-65,-66,77
-74.54545455,-73.6,-65.45454545,-67,-61.88888889,-71.14285714,-63.70588235,-63.8,-62.23529412,-70,-69.07142857,-71.55555556,-64.14285714,-51.875,-64,-75.25,-74.57142857,-67,-70,-60,-76.875,-68,-57.21428571,-65.25,-65.71428571,77
-76.33333333,-76.25,-68.42857143,-65.6,-66.28571429,-74,-67.09090909,-68.7,-59,-69.75,-71.33333333,-70.6,-67.625,-51.81818182,-56.11111111,-77.625,-66.125,-61.85714286,-71,-56,-74.66666667,-70.4,-60.91666667,-60.3125,-67.2,77
-80.6,-77.63636364,-68.125,-62.11111111,-67.55555556,-73.57142857,-70.66666667,-63.42857143,-58.5,-69.38461538,-79.25,-71.42857143,-66.55555556,-52,-57.75,-79.41666667,-67.83333333,-76,-64.07692308,-54.66666667,-75,-72.33333333,-57.5,-61.14285714,-59.15384615,77
-79.11111111,-80.14285714,-71.14285714,-61.15384615,-67.8,-81.2,-67.77777778,-66,-57.5,-71.2,-73.88888889,-68.42857143,-62.91666667,-55.23529412,-63.07692308,-74,-73.09090909,-64,-65,-60.55555556,-75,-79.08333333,-62.5,-67.57142857,-58.2,77
-78.5,-77,-74,-70.33333333,-68.77777778,-68.8,-69.81818182,-67.8,-66.42857143,-62.92857143,-76.77777778,-70.45454545,-62.2,-55.81818182,-56.09090909,-76.54545455,-73,-61.42857143,-63.27272727,-58.4,-75.4,-70.33333333,-59.55555556,-69.66666667,-56.8,78
-74.8,-73.44444444,-73.28571429,-65.7,-68.875,-77.1,-66.28571429,-69.66666667,-66.2,-66.44444444,-73.61538462,-72.625,-61.8,-59.61538462,-61.27272727,-79.5,-71.23076923,-61.33333333,-67,-58,-75.11111111,-70,-58.69230769,-65,-58.54545455,78
-81.25,-85.85714286,-85,-72.28571429,-76.85714286,-84.57142857,-77.75,-75,-78,-77.875,-75,-80.33333333,-73.44444444,-68.42857143,-72.33333333,-80.125,-79.5,-76,-65.85714286,-62.5,-78.5,-74.5,-67.85714286,-73.71428571,-61.14285714,78
-91.4,-90.875,-92.25,-89.66666667,-81.375,-84.88888889,-86.8,-85.90909091,-79.9,-78.88888889,-91.8,-88.33333333,-84.2,-76.2,-73.81818182,-88.66666667,-89,-75.81818182,-72.58333333,-69.23076923,-95,-81.55555556,-83,-77.625,-69.36363636,78
-94,-91.25,-93.5,-84.92857143,-88.66666667,-89.54545455,-82.71428571,-84.90909091,-84.7,-87.4,-91,-89,-87.08333333,-78.46153846,-74.2,-86.6,-88.1,-80.15384615,-77,-76,-94,-85.22222222,-77.21428571,-77.91666667,-72.66666667,78
-91.44444444,-91.58333333,-81.5,-86.875,-91.63636364,-79.44444444,-77.27272727,-77.85714286,-89.1,-84.16666667,-91,-83.14285714,-75.33333333,-74.42857143,-81.54545455,-89.33333333,-88,-74,-76.25,-70.875,-84.6,-81.33333333,-78.16666667,-73.61538462,-83.66666667,79
-88,-93.75,-79.57142857,-84.11111111,-85.25,-83.7,-80.5,-78.71428571,-76.33333333,-80.8,-85.28571429,-79.875,-81.84615385,-72.44444444,-74.90909091,-86.54545455,-81.33333333,-70.11111111,-71.4,-70.1,-85.5,-82.07142857,-77.66666667,-72.66666667,-79.71428571,79
-89.28571429,-92.3,-84.4,-81.92857143,-86.25,-89.4,-78.25,-76.07692308,-79.5,-84.11111111,-89,-77.91666667,-83.81818182,-69.36363636,-79.81818182,-87,-87.28571429,-71.55555556,-75.8,-78.07142857,-87.375,-85.88888889,-79,-73.1,-82.11111111,79
-77.5,-83.28571429,-75.16666667,-82,-72.25,-82.14285714,-76,-66.71428571,-73.875,-74.5,-79.6,-75.22222222,-75.5,-64.8,-76.71428571,-80.55555556,-87.42857143,-72,-60.8,-67,-82.8,-84.14285714,-67.81818182,-69.88888889,-70.16666667,79
-78.57142857,-75,-72.25,-79,-76.85714286,-72.625,-72,-73.2,-70.3,-78.125,-67.625,-76.25,-68.85714286,-57.5,-67.66666667,-74.375,-69.5,-64.3,-63.25,-66.375,-75.55555556,-71.53846154,-64.90909091,-69.66666667,-71.66666667,79
-78,-75.14285714,-74.16666667,-75.85714286,-78,-74,-71.6,-66.33333333,-77.6,-71.72727273,-69.64285714,-72.875,-73,-60.85714286,-72.27272727,-65.16666667,-78.57142857,-62.875,-56.08333333,-62.66666667,-71.83333333,-60.58333333,-59.4,-57.375,-53,96
